           ,Subject,Grade,             ,Diciplinary Core Idea,              ,Performance Expectations,               ,     ,      ,       ,        
SC14,Science (2014),High School,HS-LS1,From Molecules to Organisms: Structures and Processes,HS-LS1-6,"Construct and revise an explanation based on evidence for how carbon, hydrogen, and oxygen from sugar molecules may combine with other elements to form amino acids and/or other large carbon-based molecules.",,Assessment Boundary: Assessment does not include the details of the specific chemical reactions or identification of macromolecules.,,,
SC14,Science (2014),High School,HS-LS1,From Molecules to Organisms: Structures and Processes,HS-LS1-7,Use a model to illustrate that cellular respiration is a chemical process whereby the bonds of food molecules and oxygen molecules are broken and the bonds in new compounds are formed resulting in a net transfer of energy.,,Clarification Statement: Emphasis is on the conceptual understanding of the inputs and outputs of the process of cellular respiration.,,,
SC14,Science (2014),High School,HS-LS1,From Molecules to Organisms: Structures and Processes,HS-LS1-7,Use a model to illustrate that cellular respiration is a chemical process whereby the bonds of food molecules and oxygen molecules are broken and the bonds in new compounds are formed resulting in a net transfer of energy.,,Assessment Boundary: Assessment should not include identification of the steps or specific processes involved in cellular respiration,,,
SC14,Science (2014),High School,HS-LS2,"Ecosystems: Interactions, Energy, and Dynamics",HS-LS2-1,Use mathematical and/or computational representations to support explanations of factors that affect carrying capacity of ecosystems at different scales.,,"Clarification Statement: Emphasis is on quantitative analysis and comparison of the relationships among interdependent factors including boundaries, resources, climate, and competition. Examples of mathematical comparisons could include graphs, charts, histograms, and population changes gathered from simulations or historical data sets.",,,
SC14,Science (2014),High School,HS-LS2,"Ecosystems: Interactions, Energy, and Dynamics",HS-LS2-1,Use mathematical and/or computational representations to support explanations of factors that affect carrying capacity of ecosystems at different scales.,,Assessment Boundary: Assessment does not include deriving mathematical equations to make comparisons.,,,
SC14,Science (2014),High School,HS-LS2,"Ecosystems: Interactions, Energy, and Dynamics",HS-LS2-2,Use mathematical representations to support and revise explanations based on evidence about factors affecting biodiversity and populations in ecosystems of different scales.,,"Clarification Statement: Examples of mathematical representations include finding the average, determining trends, and using graphical comparisons of multiple sets of data.",,,
SC14,Science (2014),High School,HS-LS2,"Ecosystems: Interactions, Energy, and Dynamics",HS-LS2-2,Use mathematical representations to support and revise explanations based on evidence about factors affecting biodiversity and populations in ecosystems of different scales.,,Assessment Boundary: Assessment is limited to provided data.,,,
SC14,Science (2014),High School,HS-LS2,"Ecosystems: Interactions, Energy, and Dynamics",HS-LS2-3,Construct and revise an explanation based on evidence for the cycling of matter and flow of energy in aerobic and anaerobic conditions.,,Clarification Statement: Emphasis is on conceptual understanding of the role of aerobic and anaerobic respiration in different environments.,,,
SC14,Science (2014),High School,HS-LS2,"Ecosystems: Interactions, Energy, and Dynamics",HS-LS2-3,Construct and revise an explanation based on evidence for the cycling of matter and flow of energy in aerobic and anaerobic conditions.,,Assessment Boundary: Assessment does not include the specific chemical processes of either aerobic or anaerobic respiration.,,,
SC14,Science (2014),High School,HS-LS2,"Ecosystems: Interactions, Energy, and Dynamics",HS-LS2-4,Use mathematical representations to support claims for the cycling of matter and flow of energy among organisms in an ecosystem.,,"Clarification Statement: Emphasis is on using a mathematical model of stored energy in biomass to describe the transfer of energy from one trophic level to another and that matter and energy are conserved as matter cycles and energy flows through ecosystems. Emphasis is on atoms and molecules such as carbon, oxygen, hydrogen and nitrogen being conserved as they move through an ecosystem.",,,
SC14,Science (2014),High School,HS-LS2,"Ecosystems: Interactions, Energy, and Dynamics",HS-LS2-4,Use mathematical representations to support claims for the cycling of matter and flow of energy among organisms in an ecosystem.,,Assessment Boundary: Assessment is limited to proportional reasoning to describe the cycling of matter and flow of energy.,,,
SC14,Science (2014),High School,HS-LS2,"Ecosystems: Interactions, Energy, and Dynamics",HS-LS2-5,"Develop a model to illustrate the role of photosynthesis and cellular respiration in the cycling of carbon among the biosphere, atmosphere, hydrosphere, and geosphere.",,Clarification Statement: Examples of models could include simulations and mathematical models.,,,
SC14,Science (2014),High School,HS-LS2,"Ecosystems: Interactions, Energy, and Dynamics",HS-LS2-5,"Develop a model to illustrate the role of photosynthesis and cellular respiration in the cycling of carbon among the biosphere, atmosphere, hydrosphere, and geosphere.",,Assessment Boundary: Assessment does not include the specific chemical steps of photosynthesis and respiration.,,,
SC14,Science (2014),High School,HS-LS2,"Ecosystems: Interactions, Energy, and Dynamics",HS-LS2-6,"Evaluate the claims, evidence, and reasoning that the complex interactions in ecosystems maintain relatively consistent numbers and types of organisms in stable conditions, but changing conditions may result in a new ecosystem.",,"Clarification Statement: Examples of changes in ecosystem conditions could include modest biological or physical changes, such as moderate hunting or a seasonal flood; and extreme changes, such as volcanic eruption or sea level rise.",,,
SC14,Science (2014),High School,HS-LS2,"Ecosystems: Interactions, Energy, and Dynamics",HS-LS2-7,"Design, evaluate, and refine a solution for reducing the impacts of human activities on the environment and biodiversity.",,"Clarification Statement: Examples of human activities can include urbanization, building dams, and dissemination of invasive species.",,,
SC14,Science (2014),High School,HS-LS2,"Ecosystems: Interactions, Energy, and Dynamics",HS-LS2-8,Evaluate the evidence for the role of group behavior on individual and species’ chances to survive and reproduce.,,"Clarification Statement: Emphasis is on: (1) distinguishing between group and individual behavior, (2) identifying evidence supporting the outcomes of group behavior, and (3) developing logical and reasonable arguments based on evidence. Examples of group behaviors could include flocking, schooling, herding, and cooperative behaviors such as hunting, migrating, and swarming.",,,
SC14,Science (2014),High School,HS-LS3,Heredity: Inheritance and Variation of Traits,HS-LS3-1,Ask questions to clarify relationships about the role of DNA and chromosomes in coding the instructions for characteristic traits passed from parents to offspring.,,Assessment Boundary: Assessment does not include the phases of meiosis or the biochemical mechanism of specific steps in the process.,,,
SC14,Science (2014),High School,HS-LS3,Heredity: Inheritance and Variation of Traits,HS-LS3-2,"Make and defend a claim based on evidence that inheritable genetic variations may result from: (1) new genetic combinations through meiosis, (2) viable errors occurring during replication, and/or (3) mutations caused by environmental factors.",,Clarification Statement: Emphasis is on using data to support arguments for the way variation occurs.,,,
SC14,Science (2014),High School,HS-LS3,Heredity: Inheritance and Variation of Traits,HS-LS3-2,"Make and defend a claim based on evidence that inheritable genetic variations may result from: (1) new genetic combinations through meiosis, (2) viable errors occurring during replication, and/or (3) mutations caused by environmental factors.",,Assessment Boundary: Assessment does not include the phases of meiosis or the biochemical mechanism of specific steps in the process.,,,
SC14,Science (2014),High School,HS-LS3,Heredity: Inheritance and Variation of Traits,HS-LS3-3,Apply concepts of statistics and probability to explain the variation and distribution of expressed traits in a population.,,Clarification Statement: Emphasis is on the use of mathematics to describe the probability of traits as it relates to genetic and environmental factors in the expression of traits.,,,
SC14,Science (2014),High School,HS-LS3,Heredity: Inheritance and Variation of Traits,HS-LS3-3,Apply concepts of statistics and probability to explain the variation and distribution of expressed traits in a population.,,Assessment Boundary: Assessment does not include Hardy-Weinberg calculations.,,,
SC14,Science (2014),High School,HS-LS4,Biological Evolution: Unity and Diversity,HS-LS4-1,Communicate scientific information that common ancestry and biological evolution are supported by multiple lines of empirical evidence.,,"Clarification Statement: Emphasis is on a conceptual understanding of the role each line of evidence has relating to common ancestry and biological evolution. Examples of evidence could include similarities in DNA sequences, anatomical structures, and order of appearance of structures in embryological development.",,,
SC14,Science (2014),High School,HS-LS4,Biological Evolution: Unity and Diversity,HS-LS4-2,"Construct an explanation based on evidence that the process of evolution primarily results from four factors: (1) the potential for a species to increase in number, (2) the heritable genetic variation of individuals in a species due to mutation and sexual reproduction, (3) competition for limited resources, and (4) the proliferation of those organisms that are better able to survive and reproduce in the environment.",,"Clarification Statement: Emphasis is on using evidence to explain the influence each of the four factors has on number of organisms, behaviors, morphology, or physiology in terms of ability to compete for limited resources and subsequent survival of individuals and adaptation of species. Examples of evidence could include mathematical models such as simple distribution graphs and proportional reasoning.",,,
SC14,Science (2014),High School,HS-LS4,Biological Evolution: Unity and Diversity,HS-LS4-2,"Construct an explanation based on evidence that the process of evolution primarily results from four factors: (1) the potential for a species to increase in number, (2) the heritable genetic variation of individuals in a species due to mutation and sexual reproduction, (3) competition for limited resources, and (4) the proliferation of those organisms that are better able to survive and reproduce in the environment.",,"Assessment Boundary: Assessment does not include other mechanisms of evolution, such as genetic drift, gene flow through migration, and co-evolution.",,,
SC14,Science (2014),High School,HS-LS4,Biological Evolution: Unity and Diversity,HS-LS4-3,Apply concepts of statistics and probability to support explanations that organisms with an advantageous heritable trait tend to increase in proportion to organisms lacking this trait.,,Clarification Statement: Emphasis is on analyzing shifts in numerical distribution of traits and using these shifts as evidence to support explanations.,,,
SC14,Science (2014),High School,HS-LS4,Biological Evolution: Unity and Diversity,HS-LS4-3,Apply concepts of statistics and probability to support explanations that organisms with an advantageous heritable trait tend to increase in proportion to organisms lacking this trait.,,Assessment Boundary: Assessment is limited to basic statistical and graphical analysis. Assessment does not include allele frequency calculations.,,,
SC14,Science (2014),High School,HS-LS4,Biological Evolution: Unity and Diversity,HS-LS4-4,Construct an explanation based on evidence for how natural selection leads to adaptation of populations.,,"Clarification Statement: Emphasis is on using data to provide evidence for how specific biotic and abiotic differences in ecosystems (such as ranges of seasonal temperature, long-term climate change, acidity, light, geographic barriers, or evolution of other organisms) contribute to a change in gene frequency over time, leading to adaptation of populations.",,,
SC14,Science (2014),High School,HS-LS4,Biological Evolution: Unity and Diversity,HS-LS4-5,"Evaluate the evidence supporting claims that changes in environmental conditions may result in: (1) increases in the number of individuals of some species, (2) the emergence of new species over time, and (3) the extinction of other species.",,"Clarification Statement: Emphasis is on determining cause and effect relationships for how changes to the environment such as deforestation, fishing, application of fertilizers, drought, flood, and the rate of change of the environment affect distribution or disappearance of traits in species.",,,
SC14,Science (2014),High School,HS-LS4,Biological Evolution: Unity and Diversity,HS-LS4-6,Create or revise a simulation to test a solution to mitigate adverse impacts of human activity on biodiversity.,,"Clarification Statement: Emphasis is on designing solutions for a proposed problem related to threatened or endangered species, or to genetic variation of organisms for multiple species.",,,
SC14,Science (2014),High School,HS-ESS1,Earth's Place in the Universe,HS-ESS1-1,Develop a model based on evidence to illustrate the life span of the sun and the role of nuclear fusion in the sun’s core to release energy that eventually reaches Earth in the form of radiation.,,"Clarification Statement: Emphasis is on the energy transfer mechanisms that allow energy from nuclear fusion in the sun&rsquo;s core to reach Earth. Examples of evidence for the model include observations of the masses and lifetimes of other stars, as well as the ways that the sun&rsquo;s radiation varies due to sudden solar flares (&ldquo;space weather&rdquo;), the 11-year sunspot cycle, and non-cyclic variations over centuries.",,,
SC14,Science (2014),High School,HS-ESS1,Earth's Place in the Universe,HS-ESS1-1,Develop a model based on evidence to illustrate the life span of the sun and the role of nuclear fusion in the sun’s core to release energy that eventually reaches Earth in the form of radiation.,,Assessment Boundary: Assessment does not include details of the atomic and sub-atomic processes involved with the sun’s nuclear fusion.,,,
SC14,Science (2014),High School,HS-ESS1,Earth's Place in the Universe,HS-ESS1-2,"Construct an explanation of the Big Bang theory based on astronomical evidence of light spectra, motion of distant galaxies, and composition of matter in the universe.",,"Clarification Statement: Emphasis is on the astronomical evidence of the red shift of light from galaxies as an indication that the universe is currently expanding, the cosmic microwave background as the remnant radiation from the Big Bang, and the observed composition of ordinary matter of the universe, primarily found in stars and interstellar gases (from the spectra of electromagnetic radiation from stars), which matches that predicted by the Big Bang theory (3/4 hydrogen and 1/4 helium).",,,
SC14,Science (2014),High School,HS-ESS1,Earth's Place in the Universe,HS-ESS1-3,"Communicate scientific ideas about the way stars, over their life cycle, produce elements.",,"Clarification Statement: Emphasis is on the way nucleosynthesis, and therefore the different elements created, varies as a function of the mass of a star and the stage of its lifetime.",,,
SC14,Science (2014),High School,HS-ESS1,Earth's Place in the Universe,HS-ESS1-3,"Communicate scientific ideas about the way stars, over their life cycle, produce elements.",,Assessment Boundary: Details of the many different nucleosynthesis pathways for stars of differing masses are not assessed.,,,
SC14,Science (2014),High School,HS-ESS1,Earth's Place in the Universe,HS-ESS1-4,Use mathematical or computational representations to predict the motion of orbiting objects in the solar system.,,"Clarification Statement: Emphasis is on Newtonian gravitational laws governing orbital motions, which apply to human-made satellites as well as planets and moons.",,,
SC14,Science (2014),High School,HS-ESS1,Earth's Place in the Universe,HS-ESS1-4,Use mathematical or computational representations to predict the motion of orbiting objects in the solar system.,,"Assessment Boundary: Mathematical representations for the gravitational attraction of bodies and Kepler’s Laws of orbital motions should not deal with more than two bodies, nor involve calculus.",,,
SC14,Science (2014),High School,HS-ESS1,Earth's Place in the Universe,HS-ESS1-5,Evaluate evidence of the past and current movements of continental and oceanic crust and the theory of plate tectonics to explain the ages of crustal rocks.,,[Clarification Statement: Emphasis is on the ability of plate tectonics to explain the ages of crustal rocks. Examples include evidence of the ages oceanic crust increasing with distance from mid-ocean ridges (a result of plate spreading) and the ages of North American continental crust increasing with distance away from a central ancient core (a result of past plate interactions).,,,
SC14,Science (2014),High School,HS-ESS1,Earth's Place in the Universe,HS-ESS1-6,"Apply scientific reasoning and evidence from ancient Earth materials, meteorites, and other planetary surfaces to construct an account of Earth’s formation and early history.",,"Clarification Statement: Emphasis is on using available evidence within the solar system to reconstruct the early history of Earth, which formed along with the rest of the solar system 4.6 billion years ago. Examples of evidence include the absolute ages of ancient materials (obtained by radiometric dating of meteorites, moon rocks, and Earth’s oldest minerals), the sizes and compositions of solar system objects, and the impact cratering record of planetary surfaces.",,,
SC14,Science (2014),High School,HS-ESS2,Earth's Systems,HS-ESS2-1,Develop a model to illustrate how Earth’s internal and surface processes operate at different spatial and temporal scales to form continental and ocean-floor features.,,"Clarification Statement: Emphasis is on how the appearance of land features (such as mountains, valleys, and plateaus) and sea-floor features (such as trenches, ridges, and seamounts) are a result of both constructive forces (such as volcanism, tectonic uplift, and orogeny) and destructive mechanisms (such as weathering, mass wasting, and coastal erosion).",,,
SC14,Science (2014),High School,HS-ESS2,Earth's Systems,HS-ESS2-1,Develop a model to illustrate how Earth’s internal and surface processes operate at different spatial and temporal scales to form continental and ocean-floor features.,,Assessment Boundary: Assessment does not include memorization of the details of the formation of specific geographic features of Earth’s surface.,,,
SC14,Science (2014),High School,HS-ESS2,Earth's Systems,HS-ESS2-2,Analyze geoscience data to make the claim that one change to Earth’s surface can create feedbacks that cause changes to other Earth systems.,,"Clarification Statement: Examples should include climate feedbacks, such as how an increase in greenhouse gases causes a rise in global temperatures that melts glacial ice, which reduces the amount of sunlight reflected from Earth’s surface, increasing surface temperatures and further reducing the amount of ice. Examples could also be taken from other system interactions, such as how the loss of ground vegetation causes an increase in water runoff and soil erosion; how dammed rivers increase groundwater recharge, decrease sediment transport, and increase coastal erosion; or how the loss of wetlands causes a decrease in local humidity that further reduces the wetland extent.",,,
SC14,Science (2014),High School,HS-ESS2,Earth's Systems,HS-ESS2-3,Develop a model based on evidence of Earth’s interior to describe the cycling of matter by thermal convection.,,"Clarification Statement: Emphasis is on both a one-dimensional model of Earth, with radial layers determined by density, and a three-dimensional model, which is controlled by mantle convection and the resulting plate tectonics. Examples of evidence include maps of Earth’s three-dimensional structure obtained from seismic waves, records of the rate of change of Earth’s magnetic field (as constraints on convection in the outer core), and identification of the composition of Earth’s layers from high-pressure laboratory experiments.",,,
SC14,Science (2014),High School,HS-ESS2,Earth's Systems,HS-ESS2-4,Use a model to describe how variations in the flow of energy into and out of Earth’s systems result in changes in climate.,,"Clarification Statement: Examples of the causes of climate change differ by timescale, over 1-10 years: large volcanic eruption, ocean circulation; 10-100s of years: changes in human activity, ocean circulation, solar output; 10-100s of thousands of years: changes to Earth's orbit and the orientation of its axis; and 10-100s of millions of years: long-term changes in atmospheric composition.",,,
SC14,Science (2014),High School,HS-ESS2,Earth's Systems,HS-ESS2-4,Use a model to describe how variations in the flow of energy into and out of Earth’s systems result in changes in climate.,,"Assessment Boundary: Assessment of the results of changes in climate is limited to changes in surface temperatures, precipitation patterns, glacial ice volumes, sea levels, and biosphere distribution.",,,
SC14,Science (2014),High School,HS-ESS2,Earth's Systems,HS-ESS2-5,Plan and conduct an investigation of the properties of water and its effects on Earth materials and surface processes.,,"Clarification Statement: Emphasis is on mechanical and chemical investigations with water and a variety of solid materials to provide the evidence for connections between the hydrologic cycle and system interactions commonly known as the rock cycle. Examples of mechanical investigations include stream transportation and deposition using a stream table, erosion using variations in soil moisture content, or frost wedging by the expansion of water as it freezes. Examples of chemical investigations include chemical weathering and recrystallization (by testing the solubility of different materials) or melt generation (by examining how water lowers the melting temperature of most solids).",,,
SC14,Science (2014),High School,HS-ESS2,Earth's Systems,HS-ESS2-6,"Develop a quantitative model to describe the cycling of carbon among the hydrosphere, atmosphere, geosphere, and biosphere.",,"Clarification Statement: Emphasis is on modeling biogeochemical cycles that include the cycling of carbon through the ocean, atmosphere, soil, and biosphere (including humans), providing the foundation for living organisms.",,,
SC14,Science (2014),High School,HS-ESS2,Earth's Systems,HS-ESS2-7,Construct an argument based on evidence about the simultaneous coevolution of Earth’s systems and life on Earth.,,"Clarification Statement: Emphasis is on the dynamic causes, effects, and feedbacks between the biosphere and Earth’s other systems, whereby geoscience factors control the evolution of life, which in turn continuously alters Earth’s surface. Examples of include how photosynthetic life altered the atmosphere through the production of oxygen, which in turn increased weathering rates and allowed for the evolution of animal life; how microbial life on land increased the formation of soil, which in turn allowed for the evolution of land plants; or how the evolution of corals created reefs that altered patterns of erosion and deposition along coastlines and provided habitats for the evolution of new life forms.",,,
SC14,Science (2014),High School,HS-ESS2,Earth's Systems,HS-ESS2-7,Construct an argument based on evidence about the simultaneous coevolution of Earth’s systems and life on Earth.,,Assessment Boundary: Assessment does not include a comprehensive understanding of the mechanisms of how the biosphere interacts with all of Earth’s other systems.,,,
SC14,Science (2014),High School,HS-ESS3,Earth and Human Activity,HS-ESS3-1,"Construct an explanation based on evidence for how the availability of natural resources, occurrence of natural hazards, and changes in climate have influenced human activity.",,"Clarification Statement: Examples of key natural resources include access to fresh water (such as rivers, lakes, and groundwater), regions of fertile soils such as river deltas, and high concentrations of minerals and fossil fuels. Examples of natural hazards can be from interior processes (such as volcanic eruptions and earthquakes), surface processes (such as tsunamis, mass wasting and soil erosion), and severe weather (such as hurricanes, floods, and droughts). Examples of the results of changes in climate that can affect populations or drive mass migrations include changes to sea level, regional patterns of temperature and precipitation, and the types of crops and livestock that can be raised.",,,
SC14,Science (2014),High School,HS-ESS3,Earth and Human Activity,HS-ESS3-2,"Evaluate competing design solutions for developing, managing, and utilizing energy and mineral resources based on cost-benefit ratios.",,"Clarification Statement: Emphasis is on the conservation, recycling, and reuse of resources (such as minerals and metals) where possible, and on minimizing impacts where it is not. Examples include developing best practices for agricultural soil use, mining (for coal, tar sands, and oil shales), and pumping (for petroleum and natural gas). Science knowledge indicates what can happen in natural systems—not what should happen.",,,
SC14,Science (2014),High School,HS-ESS3,Earth and Human Activity,HS-ESS3-3,"Create a computational simulation to illustrate the relationships among management of natural resources, the sustainability of human populations, and biodiversity.",,"Clarification Statement: Examples of factors that affect the management of natural resources include costs of resource extraction and waste management, per-capita consumption, and the development of new technologies. Examples of factors that affect human sustainability include agricultural efficiency, levels of conservation, and urban planning.",,,
SC14,Science (2014),High School,HS-ESS3,Earth and Human Activity,HS-ESS3-3,"Create a computational simulation to illustrate the relationships among management of natural resources, the sustainability of human populations, and biodiversity.",,Assessment Boundary: Assessment for computational simulations is limited to using provided multi-parameter programs or constructing simplified spreadsheet calculations,,,
SC14,Science (2014),High School,HS-ESS3,Earth and Human Activity,HS-ESS3-4,Evaluate or refine a technological solution that reduces impacts of human activities on natural systems.,,"Clarification Statement: Examples of data on the impacts of human activities could include the quantities and types of pollutants released, changes to biomass and species diversity, or areal changes in land surface use (such as for urban development, agriculture and livestock, or surface mining). Examples for limiting future impacts could range from local efforts (such as reducing, reusing, and recycling resources) to large-scale geoengineering design solutions (such as altering global temperatures by making large changes to the atmosphere or ocean).",,,
SC14,Science (2014),High School,HS-ESS3,Earth and Human Activity,HS-ESS3-5,Analyze geoscience data and the results from global climate models to make an evidence-based forecast of the current rate of global or regional climate change and associated future impacts to Earth systems.,,"Clarification Statement: Examples of evidence, for both data and climate model outputs, are for climate changes (such as precipitation and temperature) and their associated impacts (such as on sea level, glacial ice volumes, or atmosphere and ocean composition).",,,
SC14,Science (2014),High School,HS-ESS3,Earth and Human Activity,HS-ESS3-5,Analyze geoscience data and the results from global climate models to make an evidence-based forecast of the current rate of global or regional climate change and associated future impacts to Earth systems.,,Assessment Boundary: Assessment is limited to one example of a climate change and its associated impacts.,,,
SC14,Science (2014),High School,HS-ESS3,Earth and Human Activity,HS-ESS3-6,Use a computational representation to illustrate the relationships among Earth systems and how those relationships are being modified due to human activity.,,"Clarification Statement: Examples of Earth systems to be considered are the hydrosphere, atmosphere, cryosphere, geosphere, and/or biosphere. An example of the far-reaching impacts from a human activity is how an increase in atmospheric carbon dioxide results in an increase in photosynthetic biomass on land and an increase in ocean acidification, with resulting impacts on sea organism health and marine populations.",,,
SC14,Science (2014),High School,HS-ESS3,Earth and Human Activity,HS-ESS3-6,Use a computational representation to illustrate the relationships among Earth systems and how those relationships are being modified due to human activity.,,Assessment Boundary: Assessment does not include running computational representations but is limited to using the published results of scientific computational models.,,,
SC14,Science (2014),High School,HS-ETS1,Engineering Design,HS-ETS1-1,Analyze a major global challenge to specify qualitative and quantitative criteria and constraints for solutions that account for societal needs and wants.,,,,,
SC14,Science (2014),High School,HS-ETS1,Engineering Design,HS-ETS1-2,"Design a solution to a complex real-world problem by breaking it down into smaller, more manageable problems that can be solved through engineering.",,,,,
SC14,Science (2014),High School,HS-ETS1,Engineering Design,HS-ETS1-3,"Evaluate a solution to a complex real-world problem based on prioritized criteria and trade-offs that account for a range of constraints, including cost, safety, reliability, and aesthetics, as well as possible social, cultural, and environmental impacts.",,,,,
SC14,Science (2014),High School,HS-ETS1,Engineering Design,HS-ETS1-4,Use a computer simulation to model the impact of proposed solutions to a complex real-world problem with numerous criteria and constraints on interactions within and between systems relevant to the problem.,,,,,
