           ,Subject,Grade,             ,Domain,              ,Cluster Statement,               ,Common Core Standard,                ,      ,       ,        
CCSSM,Mathematics (CCSS),Seventh Grade,,Ratios and Proportional Relationships (7.RP),7.RP.A,Analyze proportional relationships and use them to solve real-world and mathematical problems.,7.RP.2,Recognize and represent proportional relationships between quantities.,7.RP.2a,"Decide whether two quantities are in a proportional relationship, e.g., by testing for equivalent ratios in a table or graphing on a coordinate plane and observing whether the graph is a straight line through the origin.",,
CCSSM,Mathematics (CCSS),Seventh Grade,,Ratios and Proportional Relationships (7.RP),7.RP.A,Analyze proportional relationships and use them to solve real-world and mathematical problems.,7.RP.2,Recognize and represent proportional relationships between quantities.,7.RP.2b,"Identify the constant of proportionality (unit rate) in tables, graphs, equations, diagrams, and verbal descriptions of proportional relationships.",,
CCSSM,Mathematics (CCSS),Seventh Grade,,Ratios and Proportional Relationships (7.RP),7.RP.A,Analyze proportional relationships and use them to solve real-world and mathematical problems.,7.RP.2,Recognize and represent proportional relationships between quantities.,7.RP.2c,Represent proportional relationships by equations.,,
CCSSM,Mathematics (CCSS),Seventh Grade,,Ratios and Proportional Relationships (7.RP),7.RP.A,Analyze proportional relationships and use them to solve real-world and mathematical problems.,7.RP.2,Recognize and represent proportional relationships between quantities.,7.RP.2d,"Explain what a point (x, y) on the graph of a proportional relationship means in terms of the situation, with special attention to the points (0, 0) and (1, r) where r is the unit rate.",,
CCSSM,Mathematics (CCSS),Seventh Grade,,Ratios and Proportional Relationships (7.RP),7.RP.A,Analyze proportional relationships and use them to solve real-world and mathematical problems.,7.RP.3,Use proportional relationships to solve multistep ratio and percent problems.,,,,
CCSSM,Mathematics (CCSS),Seventh Grade,,The Number System (7.NS),7.NS.B,"Apply and extend previous understandings of operations with fractions to add, subtract, multiply, and divide rational numbers.",7.NS.1,Apply and extend previous understandings of addition and subtraction to add and subtract rational numbers; represent addition and subtraction on a horizontal or vertical number line diagram.,7.NS.1a,Describe situations in which opposite quantities combine to make 0.,,
CCSSM,Mathematics (CCSS),Seventh Grade,,The Number System (7.NS),7.NS.B,"Apply and extend previous understandings of operations with fractions to add, subtract, multiply, and divide rational numbers.",7.NS.1,Apply and extend previous understandings of addition and subtraction to add and subtract rational numbers; represent addition and subtraction on a horizontal or vertical number line diagram.,7.NS.1b,"Understand p + q as the number located a distance |q| from p, in the positive or negative direction depending on whether q is positive or negative. Show that a number and its opposite have a sum of 0 (are additive inverses). Interpret sums of rational numbers by describing real-world contexts.",,
CCSSM,Mathematics (CCSS),Seventh Grade,,The Number System (7.NS),7.NS.B,"Apply and extend previous understandings of operations with fractions to add, subtract, multiply, and divide rational numbers.",7.NS.1,Apply and extend previous understandings of addition and subtraction to add and subtract rational numbers; represent addition and subtraction on a horizontal or vertical number line diagram.,7.NS.1c,"Understand subtraction of rational numbers as adding the additive inverse, p – q = p + (–q). Show that the distance between two rational numbers on the number line is the absolute value of their difference, and apply this principle in real-world contexts.",,
CCSSM,Mathematics (CCSS),Seventh Grade,,The Number System (7.NS),7.NS.B,"Apply and extend previous understandings of operations with fractions to add, subtract, multiply, and divide rational numbers.",7.NS.1,Apply and extend previous understandings of addition and subtraction to add and subtract rational numbers; represent addition and subtraction on a horizontal or vertical number line diagram.,7.NS.1d,Apply properties of operations as strategies to add and subtract rational numbers.,,
CCSSM,Mathematics (CCSS),Seventh Grade,,The Number System (7.NS),7.NS.B,"Apply and extend previous understandings of operations with fractions to add, subtract, multiply, and divide rational numbers.",7.NS.2,Apply and extend previous understandings of multiplication and division and of fractions to multiply and divide rational numbers.,7.NS.2a,"Understand that multiplication is extended from fractions to rational numbers by requiring that operations continue to satisfy the properties of operations, particularly the distributive property, leading to products such as (–1)(–1) = 1 and the rules for multiplying signed numbers. Interpret products of rational numbers by describing real-world contexts.",,
CCSSM,Mathematics (CCSS),Seventh Grade,,The Number System (7.NS),7.NS.B,"Apply and extend previous understandings of operations with fractions to add, subtract, multiply, and divide rational numbers.",7.NS.2,Apply and extend previous understandings of multiplication and division and of fractions to multiply and divide rational numbers.,7.NS.2b,"Understand that integers can be divided, provided that the divisor is not zero, and every quotient of integers (with non-zero divisor) is a rational number. If p and q are integers, then –(p/q) = (–p)/q = p/(–q). Interpret quotients of rational numbers by describing real world contexts.",,
CCSSM,Mathematics (CCSS),Seventh Grade,,The Number System (7.NS),7.NS.B,"Apply and extend previous understandings of operations with fractions to add, subtract, multiply, and divide rational numbers.",7.NS.2,Apply and extend previous understandings of multiplication and division and of fractions to multiply and divide rational numbers.,7.NS.2c,Apply properties of operations as strategies to multiply and divide rational numbers.,,
CCSSM,Mathematics (CCSS),Seventh Grade,,The Number System (7.NS),7.NS.B,"Apply and extend previous understandings of operations with fractions to add, subtract, multiply, and divide rational numbers.",7.NS.2,Apply and extend previous understandings of multiplication and division and of fractions to multiply and divide rational numbers.,7.NS.2d,Convert a rational number to a decimal using long division; know that the decimal form of a rational number terminates in 0s or eventually repeats.,,
CCSSM,Mathematics (CCSS),Seventh Grade,,The Number System (7.NS),7.NS.B,"Apply and extend previous understandings of operations with fractions to add, subtract, multiply, and divide rational numbers.",7.NS.3,Solve real-world and mathematical problems involving the four operations with rational numbers. (Computations with rational numbers extend the rules for manipulating fractions to complex fractions.),,,,
CCSSM,Mathematics (CCSS),Seventh Grade,,Expressions and Equations (7.EE),7.EE.C,Use properties of operations to generate equivalent expressions.,7.EE.1,"Apply properties of operations as strategies to add, subtract, factor, and expand linear expressions with rational coefficients.",,,,
CCSSM,Mathematics (CCSS),Seventh Grade,,Expressions and Equations (7.EE),7.EE.C,Use properties of operations to generate equivalent expressions.,7.EE.2,Understand that rewriting an expression in different forms in a problem context can shed light on the problem and how the quantities in it are related.,,,,
CCSSM,Mathematics (CCSS),Seventh Grade,,Expressions and Equations (7.EE),7.EE.D,Solve real-life and mathematical problems using numerical and algebraic expressions and equations.,7.EE.3,"Solve multi-step real-life and mathematical problems posed with positive and negative rational numbers in any form (whole numbers, fractions, and decimals), using tools strategically. Apply properties of operations to calculate with numbers in any form; convert between forms as appropriate; and assess the reasonableness of answers using mental computation and estimation strategies.",,,,
CCSSM,Mathematics (CCSS),Seventh Grade,,Expressions and Equations (7.EE),7.EE.D,Solve real-life and mathematical problems using numerical and algebraic expressions and equations.,7.EE.4,"Use variables to represent quantities in a real-world or mathematical problem, and construct simple equations and inequalities to solve problems by reasoning about the quantities.",7.EE.4a,"Solve word problems leading to equations of the form px + q = r and p(x + q) = r, where p, q, and r are specific rational numbers. Solve equations of these forms fluently. Compare an algebraic solution to an arithmetic solution, identifying the sequence of the operations used in each approach.",,
CCSSM,Mathematics (CCSS),Seventh Grade,,Expressions and Equations (7.EE),7.EE.D,Solve real-life and mathematical problems using numerical and algebraic expressions and equations.,7.EE.4,"Use variables to represent quantities in a real-world or mathematical problem, and construct simple equations and inequalities to solve problems by reasoning about the quantities.",7.EE.4b,"Solve word problems leading to inequalities of the form px + q  r or px + q  where p, q, and r are specific rational numbers. Graph the solution set of the inequality and interpret it in the context of the problem.",,
CCSSM,Mathematics (CCSS),Seventh Grade,,Geometry (7.G),7.G.E,"Draw, construct and describe geometrical figures and describe the relationships between them.",7.G.1,"Solve problems involving scale drawings of geometric figures, including computing actual lengths and areas from a scale drawing and reproducing a scale drawing at a different scale.",,,,
CCSSM,Mathematics (CCSS),Seventh Grade,,Geometry (7.G),7.G.E,"Draw, construct and describe geometrical figures and describe the relationships between them.",7.G.2,"Draw (freehand, with ruler and protractor, and with technology) geometric shapes with given conditions. Focus on constructing triangles from three measures of angles or sides, noticing when the conditions determine a unique triangle, more than one triangle, or no triangle.",,,,
CCSSM,Mathematics (CCSS),Seventh Grade,,Geometry (7.G),7.G.E,"Draw, construct and describe geometrical figures and describe the relationships between them.",7.G.3,"Describe the two-dimensional figures that result from slicing three-dimensional figures, as in plane sections of right rectangular prisms and right rectangular pyramids.",,,,
CCSSM,Mathematics (CCSS),Seventh Grade,,Geometry (7.G),7.G.F,"Solve real-life and mathematical problems involving angle measure, area, surface area, and volume.",7.G.4,Know the formulas for the area and circumference of a circle and use them to solve problems; give an informal derivation of the relationship between the circumference and area of a circle.,,,,
CCSSM,Mathematics (CCSS),Seventh Grade,,Geometry (7.G),7.G.F,"Solve real-life and mathematical problems involving angle measure, area, surface area, and volume.",7.G.5,"Use facts about supplementary, complementary, vertical, and adjacent angles in a multi-step problem to write and solve simple equations for an unknown angle in a figure.",,,,
CCSSM,Mathematics (CCSS),Seventh Grade,,Geometry (7.G),7.G.F,"Solve real-life and mathematical problems involving angle measure, area, surface area, and volume.",7.G.6,"Solve real-world and mathematical problems involving area, volume and surface area of two- and three-dimensional objects composed of triangles, quadrilaterals, polygons, cubes, and right prisms.",,,,
CCSSM,Mathematics (CCSS),Seventh Grade,,Statistics and Probability (7.SP),7.SP.G,Use random sampling to draw inferences about a population.,7.SP.1,Understand that statistics can be used to gain information about a population by examining a sample of the population; generalizations about a population from a sample are valid only if the sample is representative of that population. Understand that random sampling tends to produce representative samples and support valid inferences.,,,,
CCSSM,Mathematics (CCSS),Seventh Grade,,Statistics and Probability (7.SP),7.SP.G,Use random sampling to draw inferences about a population.,7.SP.2,Use data from a random sample to draw inferences about a population with an unknown characteristic of interest. Generate multiple samples (or simulated samples) of the same size to gauge the variation in estimates or predictions.,,,,
CCSSM,Mathematics (CCSS),Seventh Grade,,Statistics and Probability (7.SP),7.SP.H,Draw informal comparative inferences about two populations.,7.SP.3,"Informally assess the degree of visual overlap of two numerical data distributions with similar variabilities, measuring the difference between the centers by expressing it as a multiple of a measure of variability.",,,,
CCSSM,Mathematics (CCSS),Seventh Grade,,Statistics and Probability (7.SP),7.SP.H,Draw informal comparative inferences about two populations.,7.SP.4,Use measures of center and measures of variability for numerical data from random samples to draw informal comparative inferences about two populations.,,,,
CCSSM,Mathematics (CCSS),Seventh Grade,,Statistics and Probability (7.SP),7.SP.I,"Investigate chance processes and develop, use, and evaluate probability models.",7.SP.5,"Understand that the probability of a chance event is a number between 0 and 1 that expresses the likelihood of the event occurring. Larger numbers indicate greater likelihood. A probability near 0 indicates an unlikely event, a probability around 1/2 indicates an event that is neither unlikely nor likely, and a probability near 1 indicates a likely event.",,,,
CCSSM,Mathematics (CCSS),Seventh Grade,,Statistics and Probability (7.SP),7.SP.I,"Investigate chance processes and develop, use, and evaluate probability models.",7.SP.6,"Approximate the probability of a chance event by collecting data on the chance process that produces it and observing its long-run relative frequency, and predict the approximate relative frequency given the probability.",,,,
CCSSM,Mathematics (CCSS),Seventh Grade,,Statistics and Probability (7.SP),7.SP.I,"Investigate chance processes and develop, use, and evaluate probability models.",7.SP.7,"Develop a probability model and use it to find probabilities of events. Compare probabilities from a model to observed frequencies; if the agreement is not good, explain possible sources of the discrepancy.",7.SP.7a,"Develop a uniform probability model by assigning equal probability to all outcomes, and use the model to determine probabilities of events.",,
CCSSM,Mathematics (CCSS),Seventh Grade,,Statistics and Probability (7.SP),7.SP.I,"Investigate chance processes and develop, use, and evaluate probability models.",7.SP.7,"Develop a probability model and use it to find probabilities of events. Compare probabilities from a model to observed frequencies; if the agreement is not good, explain possible sources of the discrepancy.",7.SP.7b,Develop a probability model (which may not be uniform) by observing frequencies in data generated from a chance process.,,
CCSSM,Mathematics (CCSS),Seventh Grade,,Statistics and Probability (7.SP),7.SP.I,"Investigate chance processes and develop, use, and evaluate probability models.",7.SP.8,"Find probabilities of compound events using organized lists, tables, tree diagrams, and simulation.",7.SP.8a,"Understand that, just as with simple events, the probability of a compound event is the fraction of outcomes in the sample space for which the compound event occurs.",,
CCSSM,Mathematics (CCSS),Seventh Grade,,Statistics and Probability (7.SP),7.SP.I,"Investigate chance processes and develop, use, and evaluate probability models.",7.SP.8,"Find probabilities of compound events using organized lists, tables, tree diagrams, and simulation.",7.SP.8b,"Represent sample spaces for compound events using methods such as organized lists, tables and tree diagrams. For an event described in everyday language (e.g., “rolling double sixes”), identify the outcomes in the sample space which compose the event.",,
CCSSM,Mathematics (CCSS),Seventh Grade,,Statistics and Probability (7.SP),7.SP.I,"Investigate chance processes and develop, use, and evaluate probability models.",7.SP.8,"Find probabilities of compound events using organized lists, tables, tree diagrams, and simulation.",7.SP.8c,Design and use a simulation to generate frequencies for compound events.,,
CCSSM,Mathematics (CCSS),Eighth Grade,,Mathematical Practices (8.MP),,The Standards for Mathematical Practice describe varieties of expertise that mathematics educators at all levels should seek to develop in their students.,8.MP.1,Make sense of problems and persevere in solving them.,,,,
CCSSM,Mathematics (CCSS),Eighth Grade,,Mathematical Practices (8.MP),,The Standards for Mathematical Practice describe varieties of expertise that mathematics educators at all levels should seek to develop in their students.,8.MP.2,Reason abstractly and quantitatively.,,,,
CCSSM,Mathematics (CCSS),Eighth Grade,,Mathematical Practices (8.MP),,The Standards for Mathematical Practice describe varieties of expertise that mathematics educators at all levels should seek to develop in their students.,8.MP.3,Construct viable arguments and critique the reasoning of others.,,,,
CCSSM,Mathematics (CCSS),Eighth Grade,,Mathematical Practices (8.MP),,The Standards for Mathematical Practice describe varieties of expertise that mathematics educators at all levels should seek to develop in their students.,8.MP.4,Model with mathematics.,,,,
CCSSM,Mathematics (CCSS),Eighth Grade,,Mathematical Practices (8.MP),,The Standards for Mathematical Practice describe varieties of expertise that mathematics educators at all levels should seek to develop in their students.,8.MP.5,Use appropriate tools strategically.,,,,
CCSSM,Mathematics (CCSS),Eighth Grade,,Mathematical Practices (8.MP),,The Standards for Mathematical Practice describe varieties of expertise that mathematics educators at all levels should seek to develop in their students.,8.MP.6,Attend to precision.,,,,
CCSSM,Mathematics (CCSS),Eighth Grade,,Mathematical Practices (8.MP),,The Standards for Mathematical Practice describe varieties of expertise that mathematics educators at all levels should seek to develop in their students.,8.MP.7,Look for and make use of structure.,,,,
CCSSM,Mathematics (CCSS),Eighth Grade,,Mathematical Practices (8.MP),,The Standards for Mathematical Practice describe varieties of expertise that mathematics educators at all levels should seek to develop in their students.,8.MP.8,Look for and express regularity in repeated reasoning.,,,,
CCSSM,Mathematics (CCSS),Eighth Grade,,The Number System (8.NS),8.NS.A,"Know that there are numbers that are not rational, and approximate them by rational numbers.",8.NS.1,"Know that numbers that are not rational are called irrational. Understand informally that every number has a decimal expansion; for rational numbers show that the decimal expansion repeats eventually, and convert a decimal expansion which repeats eventually into a rational number.",,,,
CCSSM,Mathematics (CCSS),Eighth Grade,,The Number System (8.NS),8.NS.A,"Know that there are numbers that are not rational, and approximate them by rational numbers.",8.NS.2,"Use rational approximations of irrational numbers to compare the size of irrational numbers, locate them approximately on a number line diagram, and estimate the value of expressions (e.g. pi_).",,,,
CCSSM,Mathematics (CCSS),Eighth Grade,,Expressions and Equations (8.EE),8.EE.B,Work with radicals and integer exponents.,8.EE.1,Know and apply the properties of integer exponents to generate equivalent numerical expressions.,,,,
CCSSM,Mathematics (CCSS),Eighth Grade,,Expressions and Equations (8.EE),8.EE.B,Work with radicals and integer exponents.,8.EE.2,"Use square root and cube root symbols to represent solutions to equations of the form x_ = p and x_ = p, where p is a positive rational number. Evaluate square roots of small perfect squares and cube roots of small perfect cubes. Know that the square root of 2 is irrational.",,,,
CCSSM,Mathematics (CCSS),Eighth Grade,,Expressions and Equations (8.EE),8.EE.B,Work with radicals and integer exponents.,8.EE.3,"Use numbers expressed in the form of a single digit times an integer power of 10 to estimate very large or very small quantities, and to express how many times as much one is than the other.",,,,
CCSSM,Mathematics (CCSS),Eighth Grade,,Expressions and Equations (8.EE),8.EE.B,Work with radicals and integer exponents.,8.EE.4,"Perform operations with numbers expressed in scientific notation, including problems where both decimal and scientific notation are used. Use scientific notation and choose units of appropriate size for measurements of very large or very small quantities (e.g., use millimeters per year for seafloor spreading). Interpret scientific notation that has been generated by technology.",,,,
CCSSM,Mathematics (CCSS),Eighth Grade,,Expressions and Equations (8.EE),8.EE.C,"Understand the connections between proportional relationships, lines, and linear equations.",8.EE.5,"Graph proportional relationships, interpreting the unit rate as the slope of the graph. Compare two different proportional relationships represented in different ways.",,,,
CCSSM,Mathematics (CCSS),Eighth Grade,,Expressions and Equations (8.EE),8.EE.C,"Understand the connections between proportional relationships, lines, and linear equations.",8.EE.6,Use similar triangles to explain why the slope m is the same between any two distinct points on a non-vertical line in the coordinate plane; derive the equation y = mx for a line through the origin and the equation y = mx + b for a line intercepting the vertical axis at b.,,,,
CCSSM,Mathematics (CCSS),Eighth Grade,,Expressions and Equations (8.EE),8.EE.D,Analyze and solve linear equations and pairs of simultaneous linear equations.,8.EE.7,Solve linear equations in one variable.,8.EE.7a,"Give examples of linear equations in one variable with one solution, infinitely many solutions, or no solutions. Show which of these possibilities is the case by successively transforming the given equation into simpler forms, until an equivalent equation of the form x = a, a = a, or a = b results (where a and b are different numbers).",,
CCSSM,Mathematics (CCSS),Eighth Grade,,Expressions and Equations (8.EE),8.EE.D,Analyze and solve linear equations and pairs of simultaneous linear equations.,8.EE.7,Solve linear equations in one variable.,8.EE.7b,"Solve linear equations with rational number coefficients, including equations whose solutions require expanding expressions using the distributive property and collecting like terms.",,
CCSSM,Mathematics (CCSS),Eighth Grade,,Expressions and Equations (8.EE),8.EE.D,Analyze and solve linear equations and pairs of simultaneous linear equations.,8.EE.8,Analyze and solve pairs of simultaneous linear equations.,8.EE.8a,"Understand that solutions to a system of two linear equations in two variables correspond to points of intersection of their graphs, because points of intersection satisfy both equations simultaneously.",,
CCSSM,Mathematics (CCSS),Eighth Grade,,Expressions and Equations (8.EE),8.EE.D,Analyze and solve linear equations and pairs of simultaneous linear equations.,8.EE.8,Analyze and solve pairs of simultaneous linear equations.,8.EE.8b,"Solve systems of two linear equations in two variables algebraically, and estimate solutions by graphing the equations. Solve simple cases by inspection.",,
CCSSM,Mathematics (CCSS),Eighth Grade,,Expressions and Equations (8.EE),8.EE.D,Analyze and solve linear equations and pairs of simultaneous linear equations.,8.EE.8,Analyze and solve pairs of simultaneous linear equations.,8.EE.8c,Solve real-world and mathematical problems leading to two linear equations in two variables.,,
CCSSM,Mathematics (CCSS),Eighth Grade,,Functions (8.F),8.F.E,"Define, evaluate, and compare functions.",8.F.1,Understand that a function is a rule that assigns to each input exactly one output. The graph of a function is the set of ordered pairs consisting of an input and the corresponding output. (Function notation is not required in Grade 8).,,,,
CCSSM,Mathematics (CCSS),Eighth Grade,,Functions (8.F),8.F.E,"Define, evaluate, and compare functions.",8.F.2,"Compare properties of two functions each represented in a different way (algebraically, graphically, numerically in tables, or by verbal descriptions).",,,,
CCSSM,Mathematics (CCSS),Eighth Grade,,Functions (8.F),8.F.E,"Define, evaluate, and compare functions.",8.F.3,"Interpret the equation y = mx + b as defining a linear function, whose graph is a straight line; give examples of functions that are not linear.",,,,
CCSSM,Mathematics (CCSS),Eighth Grade,,Functions (8.F),8.F.F,Use functions to model relationships between quantities.,8.F.4,"Construct a function to model a linear relationship between two quantities. Determine the rate of change and initial value of the function from a description of a relationship or from two (x, y) values, including reading these from a table or from a graph. Interpret the rate of change and initial value of a linear function in terms of the situation it models, and in terms of its graph or a table of values.",,,,
CCSSM,Mathematics (CCSS),Eighth Grade,,Functions (8.F),8.F.F,Use functions to model relationships between quantities.,8.F.5,"Describe qualitatively the functional relationship between two quantities by analyzing a graph (e.g., where the function is increasing or decreasing, linear or nonlinear). Sketch a graph that exhibits the qualitative features of a function that has been described verbally.",,,,
CCSSM,Mathematics (CCSS),Eighth Grade,,Geometry (8.G),8.G.G,"Understand congruence and similarity using physical models, transparencies, or geometry software.",8.G.1,"Verify experimentally the properties of rotations, reflections, and translations:",8.G.1a,"Lines are taken to lines, and line segments to line segments of the same length.",,
CCSSM,Mathematics (CCSS),Eighth Grade,,Geometry (8.G),8.G.G,"Understand congruence and similarity using physical models, transparencies, or geometry software.",8.G.1,"Verify experimentally the properties of rotations, reflections, and translations:",8.G.1b,Angles are taken to angles of the same measure.,,
CCSSM,Mathematics (CCSS),Eighth Grade,,Geometry (8.G),8.G.G,"Understand congruence and similarity using physical models, transparencies, or geometry software.",8.G.1,"Verify experimentally the properties of rotations, reflections, and translations:",8.G.1c,Parallel lines are taken to parallel lines.,,
CCSSM,Mathematics (CCSS),Eighth Grade,,Geometry (8.G),8.G.G,"Understand congruence and similarity using physical models, transparencies, or geometry software.",8.G.2,"Understand that a two-dimensional figure is congruent to another if the second can be obtained from the first by a sequence of rotations, reflections, and translations; given two congruent figures, describe a sequence that exhibits the congruence between them.",,,,
CCSSM,Mathematics (CCSS),Eighth Grade,,Geometry (8.G),8.G.G,"Understand congruence and similarity using physical models, transparencies, or geometry software.",8.G.3,"Describe the effect of dilations, translations, rotations, and reflections on two-dimensional figures using coordinates.",,,,
CCSSM,Mathematics (CCSS),Eighth Grade,,Geometry (8.G),8.G.G,"Understand congruence and similarity using physical models, transparencies, or geometry software.",8.G.4,"Understand that a two-dimensional figure is similar to another if the second can be obtained from the first by a sequence of rotations, reflections, translations, and dilations; given two similar two-dimensional figures, describe a sequence that exhibits the similarity between them.",,,,
CCSSM,Mathematics (CCSS),Eighth Grade,,Geometry (8.G),8.G.G,"Understand congruence and similarity using physical models, transparencies, or geometry software.",8.G.5,"Use informal arguments to establish facts about the angle sum and exterior angle of triangles, about the angles created when parallel lines are cut by a transversal, and the angle-angle criterion for similarity of triangles.",,,,
CCSSM,Mathematics (CCSS),Eighth Grade,,Geometry (8.G),8.G.H,Understand and apply the Pythagorean Theorem.,8.G.6,Explain a proof of the Pythagorean Theorem and its converse.,,,,
CCSSM,Mathematics (CCSS),Eighth Grade,,Geometry (8.G),8.G.H,Understand and apply the Pythagorean Theorem.,8.G.7,Apply the Pythagorean Theorem to determine unknown side lengths in right triangles in real-world and mathematical problems in two and three dimensions.,,,,
CCSSM,Mathematics (CCSS),Eighth Grade,,Geometry (8.G),8.G.H,Understand and apply the Pythagorean Theorem.,8.G.8,Apply the Pythagorean Theorem to find the distance between two points in a coordinate system.,,,,
CCSSM,Mathematics (CCSS),Eighth Grade,,Geometry (8.G),8.G.I,"Solve real-world and mathematical problems involving volume of cylinders, cones and spheres.",8.G.9,"Know the formulas for the volumes of cones, cylinders, and spheres and use them to solve real-world and mathematical problems.",,,,
CCSSM,Mathematics (CCSS),Eighth Grade,,Statistics and Probability (8.SP),8.SP.J,Investigate patterns of association in bivariate data.,8.SP.1,"Construct and interpret scatter plots for bivariate measurement data to investigate patterns of association between two quantities. Describe patterns such as clustering, outliers, positive or negative association, linear association, and nonlinear association.",,,,
CCSSM,Mathematics (CCSS),Eighth Grade,,Statistics and Probability (8.SP),8.SP.J,Investigate patterns of association in bivariate data.,8.SP.2,"Know that straight lines are widely used to model relationships between two quantitative variables. For scatter plots that suggest a linear association, informally fit a straight line, and informally assess the model fit by judging the closeness of the data points to the line.",,,,
CCSSM,Mathematics (CCSS),Eighth Grade,,Statistics and Probability (8.SP),8.SP.J,Investigate patterns of association in bivariate data.,8.SP.3,"Use the equation of a linear model to solve problems in the context of bivariate measurement data, interpreting the slope and intercept.",,,,
CCSSM,Mathematics (CCSS),Eighth Grade,,Statistics and Probability (8.SP),8.SP.J,Investigate patterns of association in bivariate data.,8.SP.4,Understand that patterns of association can also be seen in bivariate categorical data by displaying frequencies and relative frequencies in a two-way table. Construct and interpret a two-way table summarizing data on two categorical variables collected from the same subjects. Use relative frequencies calculated for rows or columns to describe possible association between the two variables.,,,,
