           ,Subject,Grade,             ,Strand,              ,    ,               ,     ,                ,Common Core Standard,       ,        
CCSSE,English Language Arts & Literacy (CCSS),Eighth Grade,,"Reading for Literacy in Science and Technical Subjects - Because students need grade-level literacy skills to access full content in school, the emphasis in the Common Core is to learn to read and write in ELA and to develop those skills, specific to the content, in all other classes. For grades K-5, the ELA and subject-area literacy standards are integrated; for grades 6-11/12, they are separate but parallel.",,Integration of Knowledge and Ideas,Anchor Standard 7:,"Integrate and evaluate content presented in diverse media and formats, including visually and quantitatively, as well as in words.",8.RST.7,"Integrate quantitative or technical information expressed in words in a text with a version of that information expressed visually (e.g., in a flowchart, diagram, model, graph, or table).",,
CCSSE,English Language Arts & Literacy (CCSS),Eighth Grade,,"Reading for Literacy in Science and Technical Subjects - Because students need grade-level literacy skills to access full content in school, the emphasis in the Common Core is to learn to read and write in ELA and to develop those skills, specific to the content, in all other classes. For grades K-5, the ELA and subject-area literacy standards are integrated; for grades 6-11/12, they are separate but parallel.",,Integration of Knowledge and Ideas,Anchor Standard 8:,"Delineate and evaluate the argument and specific claims in a text, including the validity of the reasoning as well as the relevance and sufficiency of the evidence.",8.RST.8,"Distinguish among facts, reasoned judgment based on research findings, and speculation in a text.",,
CCSSE,English Language Arts & Literacy (CCSS),Eighth Grade,,"Reading for Literacy in Science and Technical Subjects - Because students need grade-level literacy skills to access full content in school, the emphasis in the Common Core is to learn to read and write in ELA and to develop those skills, specific to the content, in all other classes. For grades K-5, the ELA and subject-area literacy standards are integrated; for grades 6-11/12, they are separate but parallel.",,Integration of Knowledge and Ideas,Anchor Standard 9:,Analyze how two or more texts address similar themes or topics in order to build knowledge or to compare the approaches the authors take.,8.RST.9,"Compare and contrast the information gained from experiments, simulations, video, or multimedia sources with that gained from reading a text on the same topic.",,
CCSSE,English Language Arts & Literacy (CCSS),Eighth Grade,,"Reading for Literacy in Science and Technical Subjects - Because students need grade-level literacy skills to access full content in school, the emphasis in the Common Core is to learn to read and write in ELA and to develop those skills, specific to the content, in all other classes. For grades K-5, the ELA and subject-area literacy standards are integrated; for grades 6-11/12, they are separate but parallel.",,Range of Reading and Level of Text Complexity,Anchor Standard 10:,Read and comprehend complex literary and informational texts independently and proficiently.,8.RST.10,"By the end of grade 8, read and comprehend science/technical texts in the grades 6–8 text complexity band independently and proficiently.",,
CCSSE,English Language Arts & Literacy (CCSS),Eighth Grade,,"Writing for Literacy in History/Social Studies, Science, and Technical Subjects - Because students need grade-level literacy skills to access full content in school, the emphasis in the Common Core is to learn to read and write in ELA and to develop those skills, specific to the content, in all other classes. For grades K-5, the ELA and subject-area literacy standards are integrated; for grades 6-11/12, they are separate but parallel.",,Text Types and Purposes,Anchor Standard 1:,"Write arguments to support claims in an analysis of substantive topics or texts, using valid reasoning and relevant and sufficient evidence.",8.WHST.1,Write arguments focused on discipline-specific content.,,
CCSSE,English Language Arts & Literacy (CCSS),Eighth Grade,,"Writing for Literacy in History/Social Studies, Science, and Technical Subjects - Because students need grade-level literacy skills to access full content in school, the emphasis in the Common Core is to learn to read and write in ELA and to develop those skills, specific to the content, in all other classes. For grades K-5, the ELA and subject-area literacy standards are integrated; for grades 6-11/12, they are separate but parallel.",,Text Types and Purposes,Anchor Standard 1:,"Write arguments to support claims in an analysis of substantive topics or texts, using valid reasoning and relevant and sufficient evidence.",a.,"Introduce claim(s) about a topic or issue, acknowledge and distinguish the claim(s) from alternate or opposing claims, and organize the reasons and evidence logically.",,
CCSSE,English Language Arts & Literacy (CCSS),Eighth Grade,,"Writing for Literacy in History/Social Studies, Science, and Technical Subjects - Because students need grade-level literacy skills to access full content in school, the emphasis in the Common Core is to learn to read and write in ELA and to develop those skills, specific to the content, in all other classes. For grades K-5, the ELA and subject-area literacy standards are integrated; for grades 6-11/12, they are separate but parallel.",,Text Types and Purposes,Anchor Standard 1:,"Write arguments to support claims in an analysis of substantive topics or texts, using valid reasoning and relevant and sufficient evidence.",b.,"Support claim(s) with logical reasoning and relevant, accurate data and evidence that demonstrate an understanding of the topic or text, using credible sources.",,
CCSSE,English Language Arts & Literacy (CCSS),Eighth Grade,,"Writing for Literacy in History/Social Studies, Science, and Technical Subjects - Because students need grade-level literacy skills to access full content in school, the emphasis in the Common Core is to learn to read and write in ELA and to develop those skills, specific to the content, in all other classes. For grades K-5, the ELA and subject-area literacy standards are integrated; for grades 6-11/12, they are separate but parallel.",,Text Types and Purposes,Anchor Standard 1:,"Write arguments to support claims in an analysis of substantive topics or texts, using valid reasoning and relevant and sufficient evidence.",c.,"Use words, phrases, and clauses to create cohesion and clarify the relationships among claim(s), counterclaims, reasons, and evidence.",,
CCSSE,English Language Arts & Literacy (CCSS),Eighth Grade,,"Writing for Literacy in History/Social Studies, Science, and Technical Subjects - Because students need grade-level literacy skills to access full content in school, the emphasis in the Common Core is to learn to read and write in ELA and to develop those skills, specific to the content, in all other classes. For grades K-5, the ELA and subject-area literacy standards are integrated; for grades 6-11/12, they are separate but parallel.",,Text Types and Purposes,Anchor Standard 1:,"Write arguments to support claims in an analysis of substantive topics or texts, using valid reasoning and relevant and sufficient evidence.",d.,Establish and maintain a formal style.,,
CCSSE,English Language Arts & Literacy (CCSS),Eighth Grade,,"Writing for Literacy in History/Social Studies, Science, and Technical Subjects - Because students need grade-level literacy skills to access full content in school, the emphasis in the Common Core is to learn to read and write in ELA and to develop those skills, specific to the content, in all other classes. For grades K-5, the ELA and subject-area literacy standards are integrated; for grades 6-11/12, they are separate but parallel.",,Text Types and Purposes,Anchor Standard 1:,"Write arguments to support claims in an analysis of substantive topics or texts, using valid reasoning and relevant and sufficient evidence.",e.,Provide a concluding statement or section that follows from and supports the argument presented.,,
CCSSE,English Language Arts & Literacy (CCSS),Eighth Grade,,"Writing for Literacy in History/Social Studies, Science, and Technical Subjects - Because students need grade-level literacy skills to access full content in school, the emphasis in the Common Core is to learn to read and write in ELA and to develop those skills, specific to the content, in all other classes. For grades K-5, the ELA and subject-area literacy standards are integrated; for grades 6-11/12, they are separate but parallel.",,Text Types and Purposes,Anchor Standard 2:,"Write informative/explanatory texts to examine and convey complex ideas and information clearly and accurately through the effective selection, organization, and analysis of content.",8.WHST.2,"Write informative/explanatory texts, including the narration of historical events, scientific procedures/ experiments, or technical processes.",,
CCSSE,English Language Arts & Literacy (CCSS),Eighth Grade,,"Writing for Literacy in History/Social Studies, Science, and Technical Subjects - Because students need grade-level literacy skills to access full content in school, the emphasis in the Common Core is to learn to read and write in ELA and to develop those skills, specific to the content, in all other classes. For grades K-5, the ELA and subject-area literacy standards are integrated; for grades 6-11/12, they are separate but parallel.",,Text Types and Purposes,Anchor Standard 2:,"Write informative/explanatory texts to examine and convey complex ideas and information clearly and accurately through the effective selection, organization, and analysis of content.",a.,"Introduce a topic clearly, previewing what is to follow; organize ideas, concepts, and information into broader categories as appropriate to achieving purpose; include formatting (e.g., headings), graphics (e.g., charts, tables), and multimedia when useful to aiding comprehension.",,
CCSSE,English Language Arts & Literacy (CCSS),Eighth Grade,,"Writing for Literacy in History/Social Studies, Science, and Technical Subjects - Because students need grade-level literacy skills to access full content in school, the emphasis in the Common Core is to learn to read and write in ELA and to develop those skills, specific to the content, in all other classes. For grades K-5, the ELA and subject-area literacy standards are integrated; for grades 6-11/12, they are separate but parallel.",,Text Types and Purposes,Anchor Standard 2:,"Write informative/explanatory texts to examine and convey complex ideas and information clearly and accurately through the effective selection, organization, and analysis of content.",b.,"Develop the topic with relevant, well-chosen facts, definitions, concrete details, quotations, or other information and examples.",,
CCSSE,English Language Arts & Literacy (CCSS),Eighth Grade,,"Writing for Literacy in History/Social Studies, Science, and Technical Subjects - Because students need grade-level literacy skills to access full content in school, the emphasis in the Common Core is to learn to read and write in ELA and to develop those skills, specific to the content, in all other classes. For grades K-5, the ELA and subject-area literacy standards are integrated; for grades 6-11/12, they are separate but parallel.",,Text Types and Purposes,Anchor Standard 2:,"Write informative/explanatory texts to examine and convey complex ideas and information clearly and accurately through the effective selection, organization, and analysis of content.",c.,Use appropriate and varied transitions to create cohesion and clarify the relationships among ideas and concepts.,,
CCSSE,English Language Arts & Literacy (CCSS),Eighth Grade,,"Writing for Literacy in History/Social Studies, Science, and Technical Subjects - Because students need grade-level literacy skills to access full content in school, the emphasis in the Common Core is to learn to read and write in ELA and to develop those skills, specific to the content, in all other classes. For grades K-5, the ELA and subject-area literacy standards are integrated; for grades 6-11/12, they are separate but parallel.",,Text Types and Purposes,Anchor Standard 2:,"Write informative/explanatory texts to examine and convey complex ideas and information clearly and accurately through the effective selection, organization, and analysis of content.",d.,Use precise language and domain-specific vocabulary to inform about or explain the topic.,,
CCSSE,English Language Arts & Literacy (CCSS),Eighth Grade,,"Writing for Literacy in History/Social Studies, Science, and Technical Subjects - Because students need grade-level literacy skills to access full content in school, the emphasis in the Common Core is to learn to read and write in ELA and to develop those skills, specific to the content, in all other classes. For grades K-5, the ELA and subject-area literacy standards are integrated; for grades 6-11/12, they are separate but parallel.",,Text Types and Purposes,Anchor Standard 2:,"Write informative/explanatory texts to examine and convey complex ideas and information clearly and accurately through the effective selection, organization, and analysis of content.",e.,Establish and maintain a formal style and objective tone.,,
CCSSE,English Language Arts & Literacy (CCSS),Eighth Grade,,"Writing for Literacy in History/Social Studies, Science, and Technical Subjects - Because students need grade-level literacy skills to access full content in school, the emphasis in the Common Core is to learn to read and write in ELA and to develop those skills, specific to the content, in all other classes. For grades K-5, the ELA and subject-area literacy standards are integrated; for grades 6-11/12, they are separate but parallel.",,Text Types and Purposes,Anchor Standard 2:,"Write informative/explanatory texts to examine and convey complex ideas and information clearly and accurately through the effective selection, organization, and analysis of content.",f.,Provide a concluding statement or section that follows from and supports the information or explanation presented.,,
CCSSE,English Language Arts & Literacy (CCSS),Eighth Grade,,"Writing for Literacy in History/Social Studies, Science, and Technical Subjects - Because students need grade-level literacy skills to access full content in school, the emphasis in the Common Core is to learn to read and write in ELA and to develop those skills, specific to the content, in all other classes. For grades K-5, the ELA and subject-area literacy standards are integrated; for grades 6-11/12, they are separate but parallel.",,Text Types and Purposes,Anchor Standard 3:,"Write narratives to develop real or imagined experiences or events using effective technique, well-chosen details, and well-structured event sequences.",8.WHST.3,"Not applicable as a separate requirement.  Students’ narrative skills continue to grow in these grades. The Standards require that students be able to incorporate narrative elements effectively into arguments and informative/explanatory texts. In history/social studies, students must be able to incorporate narrative accounts into their analyses of individuals or events of historical import. In science and technical subjects, students must be able to write precise enough descriptions of the step-by-step procedures they use in their investigations or technical work that others can replicate them and (possibly) reach the same results.",,
CCSSE,English Language Arts & Literacy (CCSS),Eighth Grade,,"Writing for Literacy in History/Social Studies, Science, and Technical Subjects - Because students need grade-level literacy skills to access full content in school, the emphasis in the Common Core is to learn to read and write in ELA and to develop those skills, specific to the content, in all other classes. For grades K-5, the ELA and subject-area literacy standards are integrated; for grades 6-11/12, they are separate but parallel.",,Production and Distribution of Writing,Anchor Standard 4:,"Produce clear and coherent writing in which the development, organization, and style are appropriate to task, purpose, and audience.",8.WHST.4,"Produce clear and coherent writing in which the development, organization, and style are appropriate to task, purpose, and audience.",,
CCSSE,English Language Arts & Literacy (CCSS),Eighth Grade,,"Writing for Literacy in History/Social Studies, Science, and Technical Subjects - Because students need grade-level literacy skills to access full content in school, the emphasis in the Common Core is to learn to read and write in ELA and to develop those skills, specific to the content, in all other classes. For grades K-5, the ELA and subject-area literacy standards are integrated; for grades 6-11/12, they are separate but parallel.",,Production and Distribution of Writing,Anchor Standard 5:,"Develop and strengthen writing as needed by planning, revising, editing, rewriting, or trying a new approach.",8.WHST.5,"With some guidance and support from peers and adults, develop and strengthen writing as needed by planning, revising, editing, rewriting, or trying a new approach, focusing on how well purpose and audience have been addressed.",,
CCSSE,English Language Arts & Literacy (CCSS),Eighth Grade,,"Writing for Literacy in History/Social Studies, Science, and Technical Subjects - Because students need grade-level literacy skills to access full content in school, the emphasis in the Common Core is to learn to read and write in ELA and to develop those skills, specific to the content, in all other classes. For grades K-5, the ELA and subject-area literacy standards are integrated; for grades 6-11/12, they are separate but parallel.",,Production and Distribution of Writing,Anchor Standard 6:,"Use technology, including the Internet, to produce and publish writing and to interact and collaborate with others.",8.WHST.6,"Use technology, including the Internet, to produce and publish writing and present the relationships between information and ideas clearly and efficiently.",,
CCSSE,English Language Arts & Literacy (CCSS),Eighth Grade,,"Writing for Literacy in History/Social Studies, Science, and Technical Subjects - Because students need grade-level literacy skills to access full content in school, the emphasis in the Common Core is to learn to read and write in ELA and to develop those skills, specific to the content, in all other classes. For grades K-5, the ELA and subject-area literacy standards are integrated; for grades 6-11/12, they are separate but parallel.",,Research to Build and Present Knowledge,Anchor Standard 7:,"Conduct short as well as more sustained research projects based on focused questions, demonstrating understanding of the subject under investigation.",8.WHST.7,"Conduct short research projects to answer a question (including a self-generated question), drawing on several sources and generating additional related, focused questions that allow for multiple avenues of exploration.",,
CCSSE,English Language Arts & Literacy (CCSS),Eighth Grade,,"Writing for Literacy in History/Social Studies, Science, and Technical Subjects - Because students need grade-level literacy skills to access full content in school, the emphasis in the Common Core is to learn to read and write in ELA and to develop those skills, specific to the content, in all other classes. For grades K-5, the ELA and subject-area literacy standards are integrated; for grades 6-11/12, they are separate but parallel.",,Research to Build and Present Knowledge,Anchor Standard 8:,"Gather relevant information from multiple print and digital sources, assess the credibility and accuracy of each source, and integrate the information while avoiding plagiarism.",8.WHST.8,"Gather relevant information from multiple print and digital sources, using search terms effectively; assess the credibility and accuracy of each source; and quote or paraphrase the data and conclusions of others while avoiding plagiarism and following a standard format for citation.",,
CCSSE,English Language Arts & Literacy (CCSS),Eighth Grade,,"Writing for Literacy in History/Social Studies, Science, and Technical Subjects - Because students need grade-level literacy skills to access full content in school, the emphasis in the Common Core is to learn to read and write in ELA and to develop those skills, specific to the content, in all other classes. For grades K-5, the ELA and subject-area literacy standards are integrated; for grades 6-11/12, they are separate but parallel.",,Research to Build and Present Knowledge,Anchor Standard 9:,"Draw evidence from literary or informational texts to support analysis, reflection, and research.",8.WHST.9,"Draw evidence from informational texts to support analysis, reflection, and research.",,
CCSSE,English Language Arts & Literacy (CCSS),Eighth Grade,,"Writing for Literacy in History/Social Studies, Science, and Technical Subjects - Because students need grade-level literacy skills to access full content in school, the emphasis in the Common Core is to learn to read and write in ELA and to develop those skills, specific to the content, in all other classes. For grades K-5, the ELA and subject-area literacy standards are integrated; for grades 6-11/12, they are separate but parallel.",,Range of Writing,Anchor Standard 10:,"Write routinely over extended time frames (time for research, reflection, and revision) and shorter time frames (a single sitting or a day or two) for a range of tasks, purposes, and audiences.",8.WHST.10,"Write routinely over extended time frames (time for reflection and revision) and shorter time frames (a single sitting or a day or two) for a range of discipline-specific tasks, purposes, and audiences.",,
CCSSE,English Language Arts & Literacy (CCSS),Ninth and Tenth Grades,,Literature - The following standards offer a focus for instruction in literary text and help ensure that students gain adequate exposure to a range of texts and tasks. Rigor is also infused through the requirement that students read increasingly complex texts through the grades.,,Key Ideas and Details,Anchor Standard 1:,Read closely to determine what the text says explicitly and to make logical inferences from it; cite specific textual evidence when writing or speaking to support conclusions drawn from the text.,9-10.RL.1,Cite strong and thorough textual evidence to support analysis of what the text says explicitly as well as inferences drawn from the text.,,
CCSSE,English Language Arts & Literacy (CCSS),Ninth and Tenth Grades,,Literature - The following standards offer a focus for instruction in literary text and help ensure that students gain adequate exposure to a range of texts and tasks. Rigor is also infused through the requirement that students read increasingly complex texts through the grades.,,Key Ideas and Details,Anchor Standard 2:,Determine central ideas or themes of a text and analyze their development; summarize the key supporting details and ideas.,9-10.RL.2,"Determine a theme or central idea of a text and analyze in detail its development over the course of the text, including how it emerges and is shaped and refined by specific details; provide an objective summary of the text.",,
CCSSE,English Language Arts & Literacy (CCSS),Ninth and Tenth Grades,,Literature - The following standards offer a focus for instruction in literary text and help ensure that students gain adequate exposure to a range of texts and tasks. Rigor is also infused through the requirement that students read increasingly complex texts through the grades.,,Key Ideas and Details,Anchor Standard 3:,"Analyze how and why individuals, events, and ideas develop and interact over the course of a text.",9-10.RL.3,"Analyze how complex characters (e.g., those with multiple or conflicting motivations) develop over the course of a text, interact with other characters, and advance the plot or develop the theme.",,
CCSSE,English Language Arts & Literacy (CCSS),Ninth and Tenth Grades,,Literature - The following standards offer a focus for instruction in literary text and help ensure that students gain adequate exposure to a range of texts and tasks. Rigor is also infused through the requirement that students read increasingly complex texts through the grades.,,Craft and Structure,Anchor Standard 4:,"Interpret words and phrases as they are used in a text, including determining technical, connotative, and figurative meanings, and analyze how specific word choices shape meaning or tone.",9-10.RL.4,"Determine the meaning of words and phrases as they are used in the text, including figurative and connotative meanings; analyze the cumulative impact of specific word choices on meaning and tone (e.g., how the language evokes a sense of time and place; how it sets a formal or informal tone).",,
CCSSE,English Language Arts & Literacy (CCSS),Ninth and Tenth Grades,,Literature - The following standards offer a focus for instruction in literary text and help ensure that students gain adequate exposure to a range of texts and tasks. Rigor is also infused through the requirement that students read increasingly complex texts through the grades.,,Craft and Structure,Anchor Standard 5:,"Analyze the structure of texts, including how specific sentences, paragraphs, and larger portions of the text (e.g., a section, chapter, scene, or stanza) relate to each other and the whole.",9-10.RL.5,"Analyze how an author’s choices concerning how to structure a text, order events within it (e.g., parallel plots), and manipulate time (e.g., pacing, flashbacks) create such effects as mystery, tension, or surprise.",,
CCSSE,English Language Arts & Literacy (CCSS),Ninth and Tenth Grades,,Literature - The following standards offer a focus for instruction in literary text and help ensure that students gain adequate exposure to a range of texts and tasks. Rigor is also infused through the requirement that students read increasingly complex texts through the grades.,,Craft and Structure,Anchor Standard 6:,Assess how point of view or purpose shapes the content and style of a text.,9-10.RL.6,"Analyze a particular point of view or cultural experience reflected in a work of literature from outside the United States, drawing on a wide reading of world literature.",,
CCSSE,English Language Arts & Literacy (CCSS),Ninth and Tenth Grades,,Literature - The following standards offer a focus for instruction in literary text and help ensure that students gain adequate exposure to a range of texts and tasks. Rigor is also infused through the requirement that students read increasingly complex texts through the grades.,,Integration of Knowledge and Ideas,Anchor Standard 7:,"Integrate and evaluate content presented in diverse media and formats, including visually and quantitatively, as well as in words.",9-10.RL.7,"Analyze the representation of a subject or a key scene in two different artistic mediums, including what is emphasized or absent in each treatment (e.g., Auden’s “Musée des Beaux Arts” and Breughel’s Landscape with the Fall of Icarus).",,
CCSSE,English Language Arts & Literacy (CCSS),Ninth and Tenth Grades,,Literature - The following standards offer a focus for instruction in literary text and help ensure that students gain adequate exposure to a range of texts and tasks. Rigor is also infused through the requirement that students read increasingly complex texts through the grades.,,Integration of Knowledge and Ideas,Anchor Standard 8:,"Delineate and evaluate the argument and specific claims in a text, including the validity of the reasoning as well as the relevance and sufficiency of the evidence.",9-10.RL.8,(Not applicable to literature),,
CCSSE,English Language Arts & Literacy (CCSS),Ninth and Tenth Grades,,Literature - The following standards offer a focus for instruction in literary text and help ensure that students gain adequate exposure to a range of texts and tasks. Rigor is also infused through the requirement that students read increasingly complex texts through the grades.,,Integration of Knowledge and Ideas,Anchor Standard 9:,Analyze how two or more texts address similar themes or topics in order to build knowledge or to compare the approaches the authors take.,9-10.RL.9,"Analyze how an author draws on and transforms source material in a specific work (e.g., how Shakespeare treats a theme or topic from Ovid or the Bible or how a later author draws on a play by Shakespeare).",,
CCSSE,English Language Arts & Literacy (CCSS),Ninth and Tenth Grades,,Literature - The following standards offer a focus for instruction in literary text and help ensure that students gain adequate exposure to a range of texts and tasks. Rigor is also infused through the requirement that students read increasingly complex texts through the grades.,,Range of Reading and Level of Text Complexity,Anchor Standard 10:,Read and comprehend complex literary and informational texts independently and proficiently.,9-10.RL.10,"By the end of grade 9, read and comprehend literature, including stories, dramas, and poems, in the grades 9–10 text complexity band proficiently, with scaffolding as needed at the high end of the range.By the end of grade 10, read and comprehend literature, including stories, dramas, and poems, at the high end of the grades 9–10 text complexity band independently and proficiently.",,
CCSSE,English Language Arts & Literacy (CCSS),Ninth and Tenth Grades,,Informational Text - The following standards offer a focus for instruction in informational text and help ensure that students gain adequate exposure to a range of texts and tasks. Rigor is also infused through the requirement that students read increasingly complex texts through the grades.,,Key Ideas and Details,Anchor Standard 1:,Read closely to determine what the text says explicitly and to make logical inferences from it; cite specific textual evidence when writing or speaking to support conclusions drawn from the text.,9-10.RI.1,Cite strong and thorough textual evidence to support analysis of what the text says explicitly as well as inferences drawn from the text.,,
CCSSE,English Language Arts & Literacy (CCSS),Ninth and Tenth Grades,,Informational Text - The following standards offer a focus for instruction in informational text and help ensure that students gain adequate exposure to a range of texts and tasks. Rigor is also infused through the requirement that students read increasingly complex texts through the grades.,,Key Ideas and Details,Anchor Standard 2:,Determine central ideas or themes of a text and analyze their development; summarize the key supporting details and ideas.,9-10.RI.2,"Determine a central idea of a text and analyze its development over the course of the text, including how it emerges and is shaped and refined by specific details; provide an objective summary of the text.",,
CCSSE,English Language Arts & Literacy (CCSS),Ninth and Tenth Grades,,Informational Text - The following standards offer a focus for instruction in informational text and help ensure that students gain adequate exposure to a range of texts and tasks. Rigor is also infused through the requirement that students read increasingly complex texts through the grades.,,Key Ideas and Details,Anchor Standard 3:,"Analyze how and why individuals, events, and ideas develop and interact over the course of a text.",9-10.RI.3,"Analyze how the author unfolds an analysis or series of ideas or events, including the order in which the points are made, how they are introduced and developed, and the connections that are drawn between them.",,
CCSSE,English Language Arts & Literacy (CCSS),Ninth and Tenth Grades,,Informational Text - The following standards offer a focus for instruction in informational text and help ensure that students gain adequate exposure to a range of texts and tasks. Rigor is also infused through the requirement that students read increasingly complex texts through the grades.,,Craft and Structure,Anchor Standard 4:,"Interpret words and phrases as they are used in a text, including determining technical, connotative, and figurative meanings, and analyze how specific word choices shape meaning or tone.",9-10.RI.4,"Determine the meaning of words and phrases as they are used in a text, including figurative, connotative, and technical meanings; analyze the cumulative impact of specific word choices on meaning and tone (e.g., how the language of a court opinion differs from that of a newspaper).",,
CCSSE,English Language Arts & Literacy (CCSS),Ninth and Tenth Grades,,Informational Text - The following standards offer a focus for instruction in informational text and help ensure that students gain adequate exposure to a range of texts and tasks. Rigor is also infused through the requirement that students read increasingly complex texts through the grades.,,Craft and Structure,Anchor Standard 5:,"Analyze the structure of texts, including how specific sentences, paragraphs, and larger portions of the text (e.g., a section, chapter, scene, or stanza) relate to each other and the whole.",9-10.RI.5,"Analyze in detail how an author’s ideas or claims are developed and refined by particular sentences, paragraphs, or larger portions of a text (e.g., a section or chapter).",,
CCSSE,English Language Arts & Literacy (CCSS),Ninth and Tenth Grades,,Informational Text - The following standards offer a focus for instruction in informational text and help ensure that students gain adequate exposure to a range of texts and tasks. Rigor is also infused through the requirement that students read increasingly complex texts through the grades.,,Craft and Structure,Anchor Standard 6:,Assess how point of view or purpose shapes the content and style of a text.,9-10.RI.6,Determine an author’s point of view or purpose in a text and analyze how an author uses rhetoric to advance that point of view or purpose.,,
CCSSE,English Language Arts & Literacy (CCSS),Ninth and Tenth Grades,,Informational Text - The following standards offer a focus for instruction in informational text and help ensure that students gain adequate exposure to a range of texts and tasks. Rigor is also infused through the requirement that students read increasingly complex texts through the grades.,,Integration of Knowledge and Ideas,Anchor Standard 7:,"Integrate and evaluate content presented in diverse media and formats, including visually and quantitatively, as well as in words.",9-10.RI.7,"Analyze various accounts of a subject told in different mediums (e.g., a person’s life story in both print and multimedia), determining which details are emphasized in each account.",,
CCSSE,English Language Arts & Literacy (CCSS),Ninth and Tenth Grades,,Informational Text - The following standards offer a focus for instruction in informational text and help ensure that students gain adequate exposure to a range of texts and tasks. Rigor is also infused through the requirement that students read increasingly complex texts through the grades.,,Integration of Knowledge and Ideas,Anchor Standard 8:,"Delineate and evaluate the argument and specific claims in a text, including the validity of the reasoning as well as the relevance and sufficiency of the evidence.",9-10.RI.8,"Delineate and evaluate the argument and specific claims in a text, assessing whether the reasoning is valid and the evidence is relevant and sufficient; identify false statements and fallacious reasoning.",,
CCSSE,English Language Arts & Literacy (CCSS),Ninth and Tenth Grades,,Informational Text - The following standards offer a focus for instruction in informational text and help ensure that students gain adequate exposure to a range of texts and tasks. Rigor is also infused through the requirement that students read increasingly complex texts through the grades.,,Integration of Knowledge and Ideas,Anchor Standard 9:,Analyze how two or more texts address similar themes or topics in order to build knowledge or to compare the approaches the authors take.,9-10.RI.9,"Analyze seminal U.S. documents of historical and literary significance (e.g., Washington’s Farewell Address, the Gettysburg Address, Roosevelt’s Four Freedoms speech, King’s “Letter from Birmingham Jail”), including how they address related themes and concepts.",,
CCSSE,English Language Arts & Literacy (CCSS),Ninth and Tenth Grades,,Informational Text - The following standards offer a focus for instruction in informational text and help ensure that students gain adequate exposure to a range of texts and tasks. Rigor is also infused through the requirement that students read increasingly complex texts through the grades.,,Range of Reading and Level of Text Complexity,Anchor Standard 10:,Read and comprehend complex literary and informational texts independently and proficiently.,9-10.RI.10,"By the end of grade 9, read and comprehend literary nonfiction in the grades 9–10 text complexity band proficiently, with scaffolding as needed at the high end of the range.By the end of grade 10, read and comprehend literary nonfiction at the high end of the grades 9–10 text complexity band independently and proficiently.",,
CCSSE,English Language Arts & Literacy (CCSS),Ninth and Tenth Grades,,"Writing - The following standards offer a focus for instruction in writing to help ensure that students gain adequate mastery of a range of skills and applications. Each year in their writing, students should demonstrate increasing sophistication in all aspects of language use, and they should address increasingly demanding content and sources.",,Text Types and Purposes,Anchor Standard 1:,"Write arguments to support claims in an analysis of substantive topics or texts, using valid reasoning and relevant and sufficient evidence.",9-10.W.1,"Write arguments to support claims in an analysis of substantive topics or texts, using valid reasoning and relevant and sufficient evidence.",,
CCSSE,English Language Arts & Literacy (CCSS),Ninth and Tenth Grades,,"Writing - The following standards offer a focus for instruction in writing to help ensure that students gain adequate mastery of a range of skills and applications. Each year in their writing, students should demonstrate increasing sophistication in all aspects of language use, and they should address increasingly demanding content and sources.",,Text Types and Purposes,Anchor Standard 1:,"Write arguments to support claims in an analysis of substantive topics or texts, using valid reasoning and relevant and sufficient evidence.",a.,"Introduce precise claim(s), distinguish the claim(s) from alternate or opposing claims, and create an organization that establishes clear relationships among claim(s), counterclaims, reasons, and evidence.",,
CCSSE,English Language Arts & Literacy (CCSS),Ninth and Tenth Grades,,"Writing - The following standards offer a focus for instruction in writing to help ensure that students gain adequate mastery of a range of skills and applications. Each year in their writing, students should demonstrate increasing sophistication in all aspects of language use, and they should address increasingly demanding content and sources.",,Text Types and Purposes,Anchor Standard 1:,"Write arguments to support claims in an analysis of substantive topics or texts, using valid reasoning and relevant and sufficient evidence.",b.,"Develop claim(s) and counterclaims fairly, supplying evidence for each while pointing out the strengths and limitations of both in a manner that anticipates the audience’s knowledge level and concerns.",,
CCSSE,English Language Arts & Literacy (CCSS),Ninth and Tenth Grades,,"Writing - The following standards offer a focus for instruction in writing to help ensure that students gain adequate mastery of a range of skills and applications. Each year in their writing, students should demonstrate increasing sophistication in all aspects of language use, and they should address increasingly demanding content and sources.",,Text Types and Purposes,Anchor Standard 1:,"Write arguments to support claims in an analysis of substantive topics or texts, using valid reasoning and relevant and sufficient evidence.",c.,"Use words, phrases, and clauses to link the major sections of the text, create cohesion, and clarify the relationships between claim(s) and reasons, between reasons and evidence, and between claim(s) and counterclaims.",,
CCSSE,English Language Arts & Literacy (CCSS),Ninth and Tenth Grades,,"Writing - The following standards offer a focus for instruction in writing to help ensure that students gain adequate mastery of a range of skills and applications. Each year in their writing, students should demonstrate increasing sophistication in all aspects of language use, and they should address increasingly demanding content and sources.",,Text Types and Purposes,Anchor Standard 1:,"Write arguments to support claims in an analysis of substantive topics or texts, using valid reasoning and relevant and sufficient evidence.",d.,Establish and maintain a formal style and objective tone while attending to the norms and conventions of the discipline in which they are writing.,,
